OBJECTID,TIS_ID,TIS_TYPE,TIS_ROUTE_,TIS_ROUTE1,TIS_DESC,MIDPNT_LAT,MIDPNT_LON,DT_MODIFIE,DT_CREATED,HMGNS_FLOW,HMGNS_FL_1,HMGNS_FL_2,ROAD_NBR,DECLARED_R,LRS_ROAD_D,LRS_ROAD_1
23464,5841,HFLOW_4,1545,1,MERCER STREET SEBd btwn KEERA STREET AND THE ESPLANADE || Original ID_HOMOGENEOUS_FLOW:9518,-38.13755,144.353519,1404552926000,1404552926000,5841,SE,SOUTH EAST BOUND,9999,Not Applicable,0,FORWARD
23465,6803,HFLOW_4,1447,0,MILLER ROAD E Bd btwn ALBERT AVENUE AND MOUNTAIN HIGHWAY || Original ID_HOMOGENEOUS_FLOW:9535,-37.8514312,145.3026637,1404552936000,1404552936000,6803,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23466,6771,HFLOW_4,1233,0,MONASH STREET E Bd btwn STATION PLACE AND CORNWALL ROAD || Original ID_HOMOGENEOUS_FLOW:9544,-37.7891965,144.8376309,1404552944000,1404552944000,6771,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23467,6984,HFLOW_4,1240,1,MOOLAP STATION ROAD S Bd btwn QUEENSCLIFF ROAD AND TOWNSEND ROAD || Original ID_HOMOGENEOUS_FLOW:9553,-38.1815371,144.4196801,1404552953000,1404552953000,6984,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23468,6807,HFLOW_4,1131,1,MOORABOOL STREET S Bd btwn FYANS STREET AND BARWON TERRACE || Original ID_HOMOGENEOUS_FLOW:9561,-38.1626856,144.3536607,1404552962000,1404552962000,6807,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23469,6810,HFLOW_4,825,1,MORRIS ROAD S Bd btwn SAYERS ROAD AND HOGANS ROAD || Original ID_HOMOGENEOUS_FLOW:9569,-37.8576918,144.7050292,1404552973000,1404552973000,6810,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23470,6812,HFLOW_5,1548,1,MOUNTAIN VIEW ROAD S Bd btwn ST HELENA ROAD AND SHERBOURNE ROAD || Original ID_HOMOGENEOUS_FLOW:9577,-37.7054936,145.1164748,1404552982000,1404552982000,6812,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23471,4980,HFLOW_2,1413,1,MORNINGTON PENINSULA ROUTE S BD BTWN FRANKSTON-DANDENONG RD AND BEACH ST || Original ID_HOMOGENEOUS_FLOW:7992,-38.1451658,145.136351,1404548105000,1404548105000,4980,S,SOUTH BOUND,2860,MOOROODUC HIGHWAY ,0,FORWARD
23472,5575,HFLOW_2,1413,1,MOOROODUC HWY SW BD BTWN MOUNTAIN AVE AND SAGES RD || Original ID_HOMOGENEOUS_FLOW:8001,-38.1949783,145.1345962,1404548114000,1404548114000,5575,SW,SOUTH WEST BOUND,2860,MOOROODUC HIGHWAY ,0,FORWARD
23473,5929,HFLOW_1,1413,1,MORNINGTON PENINSULA ROUTE SW BD BTWN RAMPS AT NEPEAN HWY (SOUTH) || Original ID_HOMOGENEOUS_FLOW:8014,-38.3300814,144.9890683,1404548122000,1404548122000,5929,SW,SOUTH WEST BOUND,2600,MORNINGTON PENINSULA FREEWAY ,0,FORWARD
23474,5582,HFLOW_2,643,1,HOPETOUN STREET S Bd btwn BELL STREET AND HENTY HIGHWAY || Original ID_HOMOGENEOUS_FLOW:8075,-35.9419404,142.4214521,1404548129000,1404548129000,5582,S,SOUTH BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23475,5584,HFLOW_2,643,1,HENTY HIGHWAY S Bd btwn CEMETERY ROAD AND KEWELL ROAD || Original ID_HOMOGENEOUS_FLOW:8083,-36.386494,142.3947141,1404548137000,1404548137000,5584,S,SOUTH BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23476,5935,HFLOW_2,1475,1,HENTY HIGHWAY S Bd btwn KENNY ROAD AND RILEY STREET || Original ID_HOMOGENEOUS_FLOW:8108,-37.1539969,142.2106331,1404548151000,1404548151000,5935,S,SOUTH BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23477,5413,HFLOW_2,1475,1,MT BAINBRIDGE ROAD SEBd btwn DIGBY ROAD AND PORTLAND ROAD || Original ID_HOMOGENEOUS_FLOW:8116,-37.7443149,142.0143985,1404548158000,1404548158000,5413,SE,SOUTH EAST BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23478,5739,HFLOW_4,1419,1,GARDINER STREET E Bd btwn BERESFORD ROAD AND ANDERSON STREET || Original ID_HOMOGENEOUS_FLOW:9069,-37.7511869,145.35421,1404549775000,1404549775000,5739,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23479,6147,HFLOW_4,689,0,GEORGE STREET E Bd btwn CHURCH ROAD AND VICTORIA STREET || Original ID_HOMOGENEOUS_FLOW:9077,-37.7797323,145.1420411,1404549785000,1404549785000,6147,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23480,6671,HFLOW_4,1378,0,GHERINGHAP STREET S Bd btwn RYRIE STREET AND MYERS STREET || Original ID_HOMOGENEOUS_FLOW:9087,-38.1496319,144.3568243,1404549794000,1404549794000,6671,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23481,6150,HFLOW_5,1985,1,GLADESVILLE BOULEVARD S Bd btwn UNNAMED AND THOMPSON ROAD || Original ID_HOMOGENEOUS_FLOW:9101,-38.0637076,145.1438152,1404549804000,1404549804000,6150,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23482,6334,HFLOW_4,1440,0,GLENHUNTLY ROAD E Bd btwn HAWTHORN ROAD AND BAMBRA ROAD || Original ID_HOMOGENEOUS_FLOW:9109,-37.8873333,145.0253829,1404549813000,1404549813000,6334,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23483,6679,HFLOW_4,1415,0,GOLF LINKS ROAD SEBd btwn MOOROODUC HIGHWAY AND ROBINSONS ROAD || Original ID_HOMOGENEOUS_FLOW:9127,-38.1690598,145.1436456,1404553471000,1404553471000,6679,SE,SOUTH EAST BOUND,9999,Not Applicable,0,FORWARD
23484,5751,HFLOW_5,1665,0,GOWER STREET E Bd btwn PLENTY ROAD AND ALBERT STREET || Original ID_HOMOGENEOUS_FLOW:9137,-37.7418152,145.016182,1404553480000,1404553480000,5751,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23485,5753,HFLOW_4,795,0,GRATTAN STREET E Bd btwn FLEMINGTON ROAD AND ELIZABETH STREET || Original ID_HOMOGENEOUS_FLOW:9145,-37.7995774,144.9562835,1404553488000,1404553488000,5753,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23486,5757,HFLOW_4,1423,0,GREAVES ROAD E Bd btwn NARRE WARREN-CRANBOURNE ROAD AND THE AVENUE || Original ID_HOMOGENEOUS_FLOW:9154,-38.056,145.3078623,1404553497000,1404553497000,5757,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23487,6169,HFLOW_4,1318,1,GREEN GULLY ROAD S Bd btwn CALDER HIGHWAY Offramp AND OLD CALDER HIGHWAY || Original ID_HOMOGENEOUS_FLOW:9162,-37.7143234,144.8291578,1404553505000,1404553505000,6169,S,SOUTH BOUND,5875,KEILOR-LAVERTON ROAD ,1,REVERSE
23488,6173,HFLOW_4,1441,0,GRIFFITH STREET E Bd btwn INGLIS STREET AND POWLETT STREET || Original ID_HOMOGENEOUS_FLOW:9170,-37.6864622,144.4268265,1404553515000,1404553515000,6173,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23489,5761,HFLOW_4,1213,1,HAMMOND ROAD S Bd btwn CHELTENHAM ROAD AND WEBSTER STREET || Original ID_HOMOGENEOUS_FLOW:9179,-37.9928948,145.2099132,1404553526000,1404553526000,5761,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23490,6175,HFLOW_5,1246,1,HANOVER STREET S Bd btwn ATHERTON ROAD AND GOLF LINKS AVENUE || Original ID_HOMOGENEOUS_FLOW:9187,-37.9011006,145.0919345,1404553537000,1404553537000,6175,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23491,6697,HFLOW_4,1217,1,HARKAWAY ROAD S Bd btwn ERNST WANKE ROAD AND LYALL ROAD || Original ID_HOMOGENEOUS_FLOW:9195,-38.0240874,145.3459029,1404553547000,1404553547000,6697,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23492,6698,HFLOW_4,1649,1,HARVESTER ROAD SEBd btwn DEVONSHIRE ROAD AND HAMPSHIRE ROAD || Original ID_HOMOGENEOUS_FLOW:9203,-37.7855889,144.8310455,1404553557000,1404553557000,6698,SE,SOUTH EAST BOUND,9999,Not Applicable,0,FORWARD
23493,5693,HFLOW_5,1509,1,DAREBIN DRIVE S Bd btwn CASEY DRIVE AND MCKIMMIES ROAD || Original ID_HOMOGENEOUS_FLOW:8858,-37.6731224,145.0366673,1404548748000,1404548748000,5693,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23494,6632,HFLOW_4,1642,1,DAVISSON STREET S Bd btwn RUFUS STREET AND COOPER STREET || Original ID_HOMOGENEOUS_FLOW:8866,-37.650528,145.0297168,1404548757000,1404548757000,6632,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23495,6633,HFLOW_4,1226,0,DEAN STREET E Bd btwn PATTISON STREET AND DAWSON STREET || Original ID_HOMOGENEOUS_FLOW:8870,-37.7685565,144.9371683,1404548766000,1404548766000,6633,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23496,5698,HFLOW_4,678,0,DEPARTURE DRIVE S Bd btwn TULLAMARINE FREEWAY Onramp AND MELBOURNE DRIVE || Original ID_HOMOGENEOUS_FLOW:8878,-37.6714106,144.8546017,1404548775000,1404548775000,5698,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23497,6285,HFLOW_5,1510,0,DEVONSHIRE ROAD E Bd btwn CORNWALL ROAD AND DUKE STREET || Original ID_HOMOGENEOUS_FLOW:8886,-37.7862101,144.8436579,1404548783000,1404548783000,6285,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23498,6637,HFLOW_4,1303,0,DOHERTYS ROAD E Bd btwn PALMERS ROAD AND FITZGERALDS ROAD || Original ID_HOMOGENEOUS_FLOW:8895,-37.8265496,144.767184,1404548792000,1404548792000,6637,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23499,5703,HFLOW_5,1095,0,DORCAS STREET E Bd btwn CLARENDON STREET AND MORAY STREET || Original ID_HOMOGENEOUS_FLOW:8903,-37.8326494,144.961815,1404548801000,1404548801000,5703,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23500,6642,HFLOW_4,1512,0,DROOP STREET SEBd btwn FARNSWORTH AVENUE AND GEELONG ROAD || Original ID_HOMOGENEOUS_FLOW:8911,-37.7948684,144.89557,1404548810000,1404548810000,6642,SE,SOUTH EAST BOUND,9999,Not Applicable,0,FORWARD
23501,6112,HFLOW_4,1305,0,DUNCAN STREET E Bd btwn EPSOM ROAD AND ASCOT VALE ROAD || Original ID_HOMOGENEOUS_FLOW:8920,-37.7854639,144.9204917,1404548818000,1404548818000,6112,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23502,5708,HFLOW_4,753,1,RYE OCEAN BEACH ROAD S Bd btwn BANYAN STREET AND UNNAMED || Original ID_HOMOGENEOUS_FLOW:8928,-38.4161523,144.8232289,1404548827000,1404548827000,5708,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23503,6118,HFLOW_4,1627,1,EAST ESPLANADE S Bd btwn VICTORIA SQUARE AND VICTORIA CRESCENT || Original ID_HOMOGENEOUS_FLOW:8936,-37.7427619,144.7989718,1404548836000,1404548836000,6118,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23504,10133,HFLOW_3,145,1,TRARALGON-MAFFRA ROAD SWBd btwn CAIRNBROOK ROAD AND GLENGARRY-TYERS ROAD || Original ID_HOMOGENEOUS_FLOW:15334,-38.1298897,146.5619929,1404572001000,1404572001000,10133,SW,SOUTH WEST BOUND,5543,TRARALGON-MAFFRA ROAD ,1,REVERSE
23505,10135,HFLOW_3,978,0,SALE ROAD N Bd btwn GLEN CAMPBELL COURT AND MERRYDALE STREET || Original ID_HOMOGENEOUS_FLOW:15346,-38.0367233,147.0173784,1404572017000,1404572017000,10135,N,NORTH BOUND,5550,MAFFRA-SALE ROAD ,1,REVERSE
23506,10498,HFLOW_3,563,0,AVON STREET E Bd btwn CHURCH STREET AND FORBES STREET || Original ID_HOMOGENEOUS_FLOW:15360,-37.8436637,147.0702809,1404572026000,1404572026000,10498,E,EAST BOUND,5552,MAFFRA-BRIAGOLONG ROAD ,0,FORWARD
23507,10501,HFLOW_3,147,0,BULLUMWAAL ROAD N Bd btwn WOODWARD STREET AND DAMONS ROAD || Original ID_HOMOGENEOUS_FLOW:15371,-37.7480109,147.598564,1404572044000,1404572044000,10501,N,NORTH BOUND,5561,WY YUNG ROAD ,0,FORWARD
23508,11174,HFLOW_3,386,0,MONBULK ROAD NEBd btwn OLD EMERALD ROAD AND MONBULK-SEVILLE ROAD || Original ID_HOMOGENEOUS_FLOW:16003,-37.8554724,145.4177538,1404573818000,1404573818000,11174,NE,NORTH EAST BOUND,5776,LILYDALE-MONBULK ROAD ,1,REVERSE
23509,10823,HFLOW_3,1010,0,MONBULK-SEVILLE ROAD N Bd btwn BEENAK ROAD AND WARBURTON HIGHWAY || Original ID_HOMOGENEOUS_FLOW:16011,-37.7889161,145.4659507,1404573828000,1404573828000,10823,N,NORTH BOUND,5777,MONBULK-SEVILLE ROAD ,0,FORWARD
23510,11388,HFLOW_3,387,0,SWANSEA ROAD E Bd btwn LEITH ROAD AND CAMBRIDGE ROAD || Original ID_HOMOGENEOUS_FLOW:16019,-37.8079384,145.3476325,1404573837000,1404573837000,11388,E,EAST BOUND,5780,LILYDALE-MONTROSE ROAD ,1,REVERSE
23511,11178,HFLOW_3,387,0,SWANSEA ROAD N Bd btwn HULL ROAD AND HEREFORD ROAD || Original ID_HOMOGENEOUS_FLOW:16023,-37.7700514,145.3619375,1404573846000,1404573846000,11178,N,NORTH BOUND,5780,LILYDALE-MONTROSE ROAD ,1,REVERSE
23512,11182,HFLOW_3,1011,1,MT DANDENONG ROAD W Bd btwn BAYSWATER ROAD AND WICKLOW AVENUE || Original ID_HOMOGENEOUS_FLOW:16031,-37.8009741,145.2733146,1404573856000,1404573856000,11182,W,WEST BOUND,5781,MOUNT DANDENONG ROAD ,1,REVERSE
23513,11183,HFLOW_3,596,1,MOUNTAIN HIGHWAY NWBd btwn FOREST ROAD AND LIVERPOOL ROAD || Original ID_HOMOGENEOUS_FLOW:16039,-37.8526506,145.311272,1404573866000,1404573866000,11183,NW,NORTH WEST BOUND,5783,WANTIRNA-SASSAFRAS ROAD ,1,REVERSE
23514,11185,HFLOW_3,388,0,DORSET RD N BD BTWN BURWOOD HWY AND BORONIA RD || Original ID_HOMOGENEOUS_FLOW:16047,-37.8742518,145.2849679,1404573876000,1404573876000,11185,N,NORTH BOUND,5784,DORSET ROAD ,0,FORWARD
23515,11757,HFLOW_3,388,0,DORSET RD N BD BTWN LINCOLN RD (NORTH) AND BELLARA DR || Original ID_HOMOGENEOUS_FLOW:16055,-37.7790224,145.2938167,1404573886000,1404573886000,11757,N,NORTH BOUND,5784,DORSET ROAD ,0,FORWARD
23516,10830,HFLOW_3,597,1,ELTHAM-YARRA GLEN RD W BD BTWN KANGAROO GROUND-WARRANDYTE RD AND RESEARCH-WARRANDYTE RD || Original ID_HOMOGENEOUS_FLOW:16063,-37.7008771,145.1990219,1404573898000,1404573898000,10830,W,WEST BOUND,5790,ELTHAM-YARRA GLEN ROAD ,0,FORWARD
23517,6406,HFLOW_4,1225,0,MUNDY ROAD E Bd btwn UNNAMED AND DALRYMPLE ROAD || Original ID_HOMOGENEOUS_FLOW:9585,-37.5356514,144.6594152,1404552991000,1404552991000,6406,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23518,6995,HFLOW_5,1341,0,MYERS STREET E Bd btwn MOORABOOL STREET AND YARRA STREET || Original ID_HOMOGENEOUS_FLOW:9593,-38.1517309,144.3601135,1404553001000,1404553001000,6995,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23519,6817,HFLOW_4,1440,1,NEW STREET S Bd btwn BRIGHTON ROAD AND RUSDEN STREET || Original ID_HOMOGENEOUS_FLOW:9602,-37.8858827,144.9966713,1404553010000,1404553010000,6817,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23520,6416,HFLOW_4,1440,1,NEW STREET S Bd btwn DENDY STREET AND SOUTH ROAD || Original ID_HOMOGENEOUS_FLOW:9610,-37.9237789,144.9943047,1404553020000,1404553020000,6416,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23521,7002,HFLOW_4,1445,0,NOBLE STREET SE BD BTWN LATROBE TERRACE NORTH AND SOUTH BD LANES || Original ID_HOMOGENEOUS_FLOW:9619,-38.1546138,144.3513411,1404553029000,1404553029000,7002,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23522,7005,HFLOW_4,718,0,NORTH RD E BD ONRAMP TO HAUGHTON RD || Original ID_HOMOGENEOUS_FLOW:9627,-37.9114154,145.1017435,1404553037000,1404553037000,7005,E,EAST BOUND,2060,NORTH ROAD HIGHWAY ,1,REVERSE
23523,7342,HFLOW_5,1551,0,OHEA STREET E Bd btwn SUSSEX STREET AND SYDNEY ROAD || Original ID_HOMOGENEOUS_FLOW:9635,-37.7368809,144.958001,1404553046000,1404553046000,7342,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23524,5992,HFLOW_5,1482,0,ALTONA STREET E Bd btwn WATERDALE ROAD AND UPPER HEIDELBERG ROAD || Original ID_HOMOGENEOUS_FLOW:8468,-37.7470513,145.0523938,1404547485000,1404547485000,5992,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23525,5460,HFLOW_4,1629,1,ARRIVAL DRIVE W Bd btwn CENTRE ROAD AND UNNAMED || Original ID_HOMOGENEOUS_FLOW:8482,-37.6693679,144.8525415,1404547494000,1404547494000,5460,W,WEST BOUND,9999,Not Applicable,0,FORWARD
23526,5998,HFLOW_4,1211,0,ARTHURTON ROAD E Bd btwn GOLDSMITH GROVE AND ST GEORGES ROAD || Original ID_HOMOGENEOUS_FLOW:8490,-37.768006,144.9882738,1404547503000,1404547503000,5998,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23527,5462,HFLOW_5,651,0,ATHERTON ROAD E Bd btwn WARRIGAL ROAD AND ATKINSON STREET || Original ID_HOMOGENEOUS_FLOW:8494,-37.8987121,145.089858,1404547511000,1404547511000,5462,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23528,6003,HFLOW_4,1484,1,AVALON ROAD S Bd btwn MCCLELLAND AVENUE AND WATT STREET || Original ID_HOMOGENEOUS_FLOW:8502,-38.0267674,144.4289651,1404547519000,1404547519000,6003,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23529,5063,HFLOW_4,1420,1,BACK BEACH ROAD S Bd btwn HOTHAM ROAD AND LATHAM DRIVE || Original ID_HOMOGENEOUS_FLOW:8510,-38.3317124,144.7082053,1404547527000,1404547527000,5063,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23530,5067,HFLOW_4,1069,1,BALNARRING BEACH ROAD S Bd btwn SANDY POINT ROAD AND FORESHORE ROAD || Original ID_HOMOGENEOUS_FLOW:8519,-38.3823518,145.1254207,1404547536000,1404547536000,5067,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23531,5071,HFLOW_4,798,0,BARKLY STREET E Bd btwn SUMMERHILL ROAD AND GORDON STREET || Original ID_HOMOGENEOUS_FLOW:8532,-37.7982098,144.884797,1404547546000,1404547546000,5071,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23532,5654,HFLOW_5,759,0,BARRABOOL ROAD SWBd btwn ALBERT TERRACE AND BARRABOOL ROAD || Original ID_HOMOGENEOUS_FLOW:8541,-38.1669034,144.3331996,1404547555000,1404547555000,5654,SW,SOUTH WEST BOUND,9999,Not Applicable,0,FORWARD
23533,6013,HFLOW_4,1071,0,BAY STREET E Bd btwn ST KILDA STREET AND NEW STREET || Original ID_HOMOGENEOUS_FLOW:8549,-37.9040824,144.9907912,1404547563000,1404547563000,6013,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23534,5077,HFLOW_4,1280,0,BEACH STREET E Bd btwn MORNINGTON PENINSULA ROUTE AND MORNINGTON PENINSULA ROUTE || Original ID_HOMOGENEOUS_FLOW:8557,-38.144055,145.1365504,1404547573000,1404547573000,5077,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23535,6021,HFLOW_4,1168,0,BEDFORD ROAD E Bd btwn BEDFORD ROAD AND WILANA STREET || Original ID_HOMOGENEOUS_FLOW:8566,-37.8158446,145.2320787,1404547582000,1404547582000,6021,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23536,5660,HFLOW_4,1488,0,BEENAK EAST ROAD NEBd btwn BLACK SNAKE CREEK ROAD AND UNNAMED || Original ID_HOMOGENEOUS_FLOW:8575,-37.9297464,145.5934317,1404547590000,1404547590000,5660,NE,NORTH EAST BOUND,9999,Not Applicable,0,FORWARD
23537,5664,HFLOW_4,800,1,BELLERINE STREET S Bd btwn BROUGHAM STREET AND MALOP STREET || Original ID_HOMOGENEOUS_FLOW:8583,-38.1476759,144.3662214,1404547598000,1404547598000,5664,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23538,6158,HFLOW_5,1246,1,GOLF LINKS AVENUE S Bd btwn HANOVER STREET AND NORTH ROAD || Original ID_HOMOGENEOUS_FLOW:9126,-37.9066748,145.0910489,1404549823000,1404549823000,6158,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23539,6161,HFLOW_5,1665,0,GOWER STREET E Bd btwn CRAMER STREET AND PLENTY ROAD || Original ID_HOMOGENEOUS_FLOW:9136,-37.7407275,145.0066979,1404549832000,1404549832000,6161,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23540,5581,HFLOW_2,643,1,HENTY HIGHWAY S Bd btwn HOPETOUN CEMETERY ROAD AND HOPETOUN STREET || Original ID_HOMOGENEOUS_FLOW:8073,-35.8247779,142.4227273,1404549845000,1404549845000,5581,S,SOUTH BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23541,4988,HFLOW_2,643,1,HENTY HIGHWAY S Bd btwn BORUNG HIGHWAY AND STAWELL-WARRACKNABEAL ROAD || Original ID_HOMOGENEOUS_FLOW:8081,-36.2538492,142.4026999,1404549853000,1404549853000,4988,S,SOUTH BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23542,5934,HFLOW_2,1475,1,HAMILTON ROAD S Bd btwn STAWELL ROAD AND HAMILTON ROAD || Original ID_HOMOGENEOUS_FLOW:8106,-36.7352076,142.2054631,1404549861000,1404549861000,5934,S,SOUTH BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23543,5412,HFLOW_2,1475,1,GLENELG HIGHWAY SEBd btwn GLENELG HIGHWAY AND COLERAINE ROAD || Original ID_HOMOGENEOUS_FLOW:8114,-37.7287617,142.0041781,1404549869000,1404549869000,5412,SE,SOUTH EAST BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23544,4991,HFLOW_2,1475,1,PORTLAND ROAD SWBd btwn PORT FAIRY ROAD AND HENTY HIGHWAY || Original ID_HOMOGENEOUS_FLOW:8118,-37.7550231,142.0061693,1404549877000,1404549877000,4991,SW,SOUTH WEST BOUND,2620,HENTY HIGHWAY ,1,REVERSE
23545,6884,HFLOW_4,824,0,STATION LAKE ROAD E Bd btwn STATION LAKE ROAD AND UNNAMED || Original ID_HOMOGENEOUS_FLOW:9956,-38.0237108,144.4047933,1404551611000,1404551611000,6884,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23546,6667,HFLOW_4,689,0,GEORGE STREET E Bd btwn WILLIAMSONS ROAD AND CHURCH ROAD || Original ID_HOMOGENEOUS_FLOW:9076,-37.7785603,145.131836,1404551621000,1404551621000,6667,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23547,6670,HFLOW_4,1378,0,GHERINGHAP STREET S Bd btwn TOLMIE PLACE AND RYRIE STREET || Original ID_HOMOGENEOUS_FLOW:9086,-38.1478424,144.3576384,1404551630000,1404551630000,6670,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23548,5745,HFLOW_5,1248,1,GISBORNE STREET S Bd btwn ALBERT STREET AND CATHEDRAL PLACE || Original ID_HOMOGENEOUS_FLOW:9100,-37.8101247,144.975553,1404551638000,1404551638000,5745,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23549,5746,HFLOW_4,1632,1,GLADSTONE ROAD S Bd btwn HEATHERTON ROAD AND PRINCES HIGHWAY EAST || Original ID_HOMOGENEOUS_FLOW:9104,-37.9721153,145.2044211,1404551647000,1404551647000,5746,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23550,6335,HFLOW_4,1440,0,GLENHUNTLY ROAD E Bd btwn GRANGE ROAD AND GRACEBURN AVENUE || Original ID_HOMOGENEOUS_FLOW:9112,-37.8903058,145.0494953,1404551656000,1404551656000,6335,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23551,6337,HFLOW_4,1106,0,GLENLEITH AVENUE E Bd btwn CHURCH STREET AND THE ESPLANADE || Original ID_HOMOGENEOUS_FLOW:9120,-38.1325589,144.3536911,1404551665000,1404551665000,6337,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23552,6682,HFLOW_5,832,1,GOURLAY ROAD S Bd btwn KEILOR-MELTON ROAD AND CAROLINE SPRINGS BOULEVARD || Original ID_HOMOGENEOUS_FLOW:9135,-37.7071397,144.7413186,1404551674000,1404551674000,6682,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23553,5752,HFLOW_4,1317,0,GRANTS ROAD E Bd btwn CADES ROAD AND PLENTY ROAD || Original ID_HOMOGENEOUS_FLOW:9143,-37.5243334,145.1033916,1404551683000,1404551683000,5752,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23554,6166,HFLOW_4,693,0,GRAYDENS ROAD E Bd btwn BOES ROAD AND WATTS ROAD || Original ID_HOMOGENEOUS_FLOW:9152,-38.2846478,145.1752744,1404551691000,1404551691000,6166,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23555,6686,HFLOW_4,1318,1,GREEN GULLY ROAD SW BD BTWN CALDER FREEWAY OVERPASS NW AND SE BD LANES || Original ID_HOMOGENEOUS_FLOW:9160,-37.7123158,144.8311164,1404551700000,1404551700000,6686,S,SOUTH BOUND,5875,KEILOR-LAVERTON ROAD ,1,REVERSE
23556,6172,HFLOW_4,1441,0,GRIFFITH STREET E Bd btwn BARRY STREET AND MOORE STREET || Original ID_HOMOGENEOUS_FLOW:9168,-37.6868183,144.4236525,1404551708000,1404551708000,6172,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23557,6651,HFLOW_4,1098,0,ELGIN STREET E Bd btwn SWANSTON STREET AND KEPPEL STREET || Original ID_HOMOGENEOUS_FLOW:8958,-37.7969998,144.9660881,1404548846000,1404548846000,6651,E,EAST BOUND,9999,Not Applicable,0,FORWARD
23558,6652,HFLOW_5,1307,1,ELIZABETH DRIVE S Bd btwn GAP ROAD AND MITCHELLS LANE || Original ID_HOMOGENEOUS_FLOW:8962,-37.5813825,144.7087417,1404548858000,1404548858000,6652,S,SOUTH BOUND,9999,Not Applicable,0,FORWARD
23559,5715,HFLOW_4,684,0,ERAMOSA ROAD E Bd btwn COOLART ROAD AND FRANKSTON-FLINDERS ROAD || Original ID_HOMOGENEOUS_FLOW:8987,-38.222213,145.1651351,1404548869000,1404548869000,5715,E,EAST BOUND,9999,Not Applicable,0,FORWARD
